# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar  5 02:02:54 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_age,st_ageerr1,st_ageerr2,st_agelim
HD 9446 c,HD 9446,192.90000000000,0.90000000000,-0.90000000000,0,0.6540000000,0.0220000000,-0.0220000000,0,13.40000000,,,0,578.42600000,54.02880000,-54.02880000,0,1.320000,,,0,0.060000,0.060000,-0.060000,0,,,,,,,,,5793.00,22.00,-22.00,0,1.000000,,,0,1.000000,0.100000,-0.100000,0,0.04139,,,0,,,,
HD 94771 b,HD 94771,2164.00000000000,21.00000000000,-20.00000000000,0,3.4800000000,0.0300000000,-0.0300000000,0,14.20000000,,,0,169.00000000,9.00000000,-9.00000000,0,0.324000,,,0,0.390000,0.050000,-0.040000,0,0.2710,0.0060,-0.0060,0,,,,,5631.00,21.00,-21.00,0,1.903000,0.019000,-0.019000,0,1.200000,0.024000,-0.024000,0,0.51587,0.00526,-0.00533,0,5.7330,0.3910,-0.3910,0
HD 94834 b,HD 94834,1576.00000000000,76.00000000000,-76.00000000000,0,2.7400000000,0.1800000000,-0.1800000000,0,13.70000000,,,0,400.46580000,54.03110000,-54.03110000,0,0.856000,,,0,0.140000,0.100000,-0.100000,0,,,,,,,,,4798.00,,,0,4.200000,,,0,1.110000,,,0,0.99301,0.00364,-0.00367,0,,,,
HD 94890 b,HD 94890,824.61000000000,5.02000000000,-4.80000000000,0,2.0700000000,0.0100000000,-0.0100000000,0,13.30000000,,,0,676.97450691,50.85254512,-54.03082919,0,1.580000,,,0,0.220000,0.080000,-0.090000,0,,,,,,,,,4867.00,38.00,-38.00,0,10.710000,0.230000,-0.230000,0,1.740000,0.196000,-0.196000,0,1.76350,0.01211,-0.01245,0,,,,
HD 94890 c,HD 94890,2492.19000000000,14.72000000000,-13.94000000000,0,4.3300000000,0.0200000000,-0.0200000000,0,12.50000000,,,0,2831.85110637,76.27881768,-79.45710175,0,7.970000,,,0,0.050000,0.030000,-0.030000,0,,,,,,,,,4867.00,38.00,-38.00,0,10.710000,0.230000,-0.230000,0,1.740000,0.196000,-0.196000,0,1.76350,0.01211,-0.01245,0,,,,
HD 95086 b,HD 95086,,,,,55.7000000000,2.5000000000,-2.5000000000,0,12.90000000,,,0,1589.00000000,636.00000000,-636.00000000,0,4.070000,,,0,,,,,,,,,1000.00,200.00,-200.00,0,7595.00,96.18,-156.92,0,1.486670,0.061865,-0.035220,0,1.600000,,,0,0.82124,0.01157,-0.01111,0,0.0170,0.0040,-0.0040,0
HD 95089 b,HD 95089,464.40000000000,3.80000000000,-3.80000000000,0,1.3600000000,0.1300000000,-0.1300000000,0,13.70000000,,,0,400.46580000,27.01555000,-27.01555000,0,0.856000,,,0,0.119000,0.072000,-0.072000,0,,,,,,,,,4918.00,,,0,5.080000,,,0,1.540000,,,0,1.13033,0.01579,-0.01639,0,2.5000,0.9000,-0.9000,0
HD 95089 c,HD 95089,1785.00000000000,32.00000000000,-32.00000000000,0,3.3300000000,0.3100000000,-0.3100000000,0,13.10000000,,,0,1096.51350000,44.49620000,-44.49620000,0,2.680000,,,0,0.284000,0.042000,-0.042000,0,,,,,,,,,4918.00,,,0,5.080000,,,0,1.540000,,,0,1.13033,0.01579,-0.01639,0,2.5000,0.9000,-0.9000,0
HD 95127 b,HD 95127,482.00000000000,5.00000000000,-5.00000000000,0,1.2800000000,0.0800000000,-0.0800000000,0,12.40000000,,,0,3378.53290000,2561.70980000,-2561.70980000,0,9.740000,,,0,0.110000,0.100000,-0.100000,0,,,,,,,,,4218.00,30.00,-30.00,0,41.010000,18.220000,-18.220000,0,3.700000,4.160000,-4.160000,0,2.28000,0.38000,-0.38000,0,5.5000,4.7400,-2.5400,0
HD 95338 b,HD 95338,55.08269400000,0.00001800000,-0.00001800000,0,0.2620000000,0.0020000000,-0.0020000000,0,4.27174254,0.03923143,-0.03923143,0,42.90000000,2.20000000,-2.10000000,0,3.980000,0.620000,-0.640000,0,0.197000,0.029000,-0.024000,0,7.4200,0.2200,-0.2200,0,443.00,7.80,-5.70,0,5097.00,77.00,-77.00,0,0.868000,0.006000,-0.006000,0,0.848000,0.047000,-0.047000,0,-0.30980,0.00877,-0.00895,0,9.5000,4.3000,-5.7000,0
HD 95544 b,HD 95544,2041.54152000000,262.59531000000,-184.27313000000,0,3.1660000000,0.2940000000,-0.2500000000,0,12.80000000,,,0,1913.64483855,513.61070571,-81.99972901,0,5.010000,,,0,0.049000,0.045000,-0.029000,0,0.1000,0.0150,-0.0130,0,156.50,5.40,-5.50,0,5722.00,15.00,-15.00,0,1.088000,0.072000,-0.072000,0,1.010000,0.138000,-0.138000,0,0.47797,0.01223,-0.01130,0,,,,
HD 95735 c,GJ 411,2946.00000000000,210.00000000000,-180.00000000000,0,2.9400000000,0.1400000000,-0.1200000000,0,3.76000000,,,0,13.60000000,2.40000000,-2.30000000,0,1.410000,,,0,0.132000,0.160000,-0.091000,0,,,,,,,,,3719.00,21.00,-31.00,0,0.368500,0.008100,-0.005400,0,0.389900,0.010600,-0.006100,0,-1.70997,0.02803,-0.02996,0,8.0470,3.9580,-4.5230,0
HD 95872 b,HD 95872,4375.00000000000,170.00000000000,-170.00000000000,0,5.1500000000,0.1600000000,-0.1600000000,0,13.00000000,,,0,1188.68420000,295.58190000,-295.58190000,0,2.970000,,,0,0.060000,0.040000,-0.040000,0,,,,,,,,,5312.00,100.00,-100.00,0,0.840000,0.040000,-0.040000,0,0.700000,0.250000,-0.250000,0,-0.24208,0.00164,-0.00165,0,10.0000,3.7000,-3.7000,0
HD 96063 b,HD 96063,362.50000000000,2.20000000000,-2.20000000000,0,1.1100000000,0.1400000000,-0.1400000000,0,13.70000000,,,0,403.64410000,85.81410000,-85.81410000,0,0.863000,,,0,0.170000,0.110000,-0.110000,0,,,,,,,,,5020.00,,,0,4.750000,,,0,1.370000,,,0,1.10380,0.01677,-0.01744,0,9.0000,3.0000,-3.0000,0
HD 96127 b,HD 96127,647.29999000000,17.00000000000,-17.00000000000,0,1.4200000000,0.1300000000,-0.1300000000,0,12.10000000,,,0,6661.71680000,4128.61170000,-4128.61170000,0,20.700000,,,0,0.300000,0.100000,-0.100000,0,,,,,,,,,3943.00,23.00,-23.00,0,51.100000,22.810000,-22.810000,0,10.940000,10.020000,-10.020000,0,2.86000,0.47000,-0.47000,0,4.0670,2.6240,-2.6240,0
HD 96167 b,HD 96167,498.04000000000,0.76000000000,-0.76000000000,0,1.3320000000,0.0980000000,-0.0980000000,0,14.00000000,,,0,227.88411000,12.71320000,-12.71320000,0,0.456000,,,0,0.685000,0.029000,-0.029000,0,,,,,,,,,5733.00,,,0,1.940000,,,0,1.270000,,,0,0.57000,0.07000,-0.07000,0,4.8500,0.6300,-0.6300,0
HD 96700 b,HD 96700,8.12450000000,0.00060000000,-0.00060000000,0,0.0777000000,0.0013000000,-0.0013000000,0,2.93000000,,,0,8.90000000,0.40000000,-0.40000000,0,1.940000,,,0,0.138000,,,1,,,,,,,,,5845.00,13.00,-13.00,0,1.160000,0.040000,-0.040000,0,0.890000,0.010000,-0.010000,0,0.13988,,,0,8.6000,0.7000,-0.7000,0
HD 96700 c,HD 96700,19.88000000000,0.01000000000,-0.01000000000,0,0.1410000000,0.0020000000,-0.0020000000,0,1.69000000,,,0,3.50000000,0.40000000,-0.40000000,0,3.980000,,,0,0.293000,,,1,,,,,,,,,5845.00,13.00,-13.00,0,1.160000,0.040000,-0.040000,0,0.890000,0.010000,-0.010000,0,0.13988,,,0,8.6000,0.7000,-0.7000,0
HD 96700 d,HD 96700,103.50000000000,0.10000000000,-0.10000000000,0,0.4240000000,0.0070000000,-0.0070000000,0,3.61000000,,,0,12.70000000,1.00000000,-1.00000000,0,1.480000,,,0,0.270000,0.080000,-0.080000,0,,,,,,,,,5845.00,13.00,-13.00,0,1.160000,0.040000,-0.040000,0,0.890000,0.010000,-0.010000,0,0.13988,,,0,8.6000,0.7000,-0.7000,0
HD 96992 b,HD 96992,514.00000000000,4.00000000000,-4.00000000000,0,1.2400000000,0.0500000000,-0.0500000000,0,13.70000000,,,0,362.32620000,98.52730000,-98.52730000,0,0.774000,,,0,0.410000,0.240000,-0.120000,0,,,,,,,,,4725.00,10.00,-10.00,0,7.430000,1.100000,-1.100000,0,0.960000,0.090000,-0.090000,0,1.47000,0.09000,-0.09000,0,,,,
HD 97037 b,HD 97037,6449.08337000000,141.95600000000,-153.98638000000,0,6.9250000000,0.2830000000,-0.3180000000,0,12.10000000,,,0,6707.76852973,622.94367772,-657.90480249,0,20.800000,,,0,0.357000,0.027000,-0.030000,0,,,,,,,,,5874.10,136.84,-118.16,0,1.263560,0.056068,-0.068454,0,1.060000,0.129000,-0.129000,0,0.23365,0.01282,-0.01047,0,,,,
HD 97048 b,HD 97048,,,,,130.0000000000,,,0,13.30000000,,,0,794.57500000,158.91500000,-158.91500000,0,1.860000,,,0,,,,,,,,,,,,,10000.00,,,0,2.250000,,,0,2.400000,,,0,1.60206,,,0,0.0030,,,0
HD 97658 b,HD 97658,9.48971160000,0.00000080000,-0.00000080000,0,0.0805000000,0.0010000000,-0.0011000000,0,2.12000000,0.06000000,-0.06000000,0,8.30000000,1.10000000,-1.10000000,0,4.800000,0.700000,-0.700000,0,0.050000,0.040000,-0.030000,0,41.9240,,,0,751.00,12.00,-12.00,0,5212.00,43.00,-43.00,0,0.728000,0.008000,-0.008000,0,0.850000,0.080000,-0.080000,0,-0.45469,0.00858,-0.00875,0,3.9000,2.6000,-2.0300,0
HD 98219 b,HD 98219,433.80000000000,2.00000000000,-2.00000000000,0,1.2600000000,0.1200000000,-0.1200000000,0,13.40000000,,,0,624.21812000,31.46517000,-31.46517000,0,1.430000,,,0,0.079000,0.040000,-0.040000,0,,,,,,,,,4925.00,,,0,4.600000,,,0,1.410000,,,0,1.04922,0.01897,-0.01983,0,4.0000,1.0000,-1.0000,0
HD 98649 b,HD 98649,5384.00000000000,321.00000000000,-274.00000000000,0,5.9700000000,0.2400000000,-0.2100000000,0,12.50000000,,,0,3082.93554790,731.00533610,-603.87397330,0,8.670000,,,0,0.852000,0.033000,-0.022000,0,,,,,,,,,5759.00,35.00,-35.00,0,1.010000,0.020000,-0.020000,0,0.970000,0.020000,-0.020000,0,-0.01412,0.00844,-0.00861,0,4.4400,0.6800,-0.5800,0
HD 98736 b,HD 98736,968.80000000000,2.20000000000,-2.20000000000,0,1.8640000000,0.0910000000,-0.0910000000,0,13.30000000,,,0,740.54390000,247.90740000,-247.90740000,0,1.730000,,,0,0.226000,0.064000,-0.064000,0,,,,,,,,,5271.00,,,0,0.930000,0.040000,-0.040000,0,0.920000,0.130000,-0.130000,0,-0.22000,0.03000,-0.03000,0,7.3900,3.0500,-3.0500,0
HD 99109 b,HD 99109,439.29999000000,5.60000000000,-5.60000000000,0,1.1100000000,0.0200000000,-0.0200000000,0,14.30000000,,,0,139.84520000,25.42640000,-25.42640000,0,0.263000,,,0,0.090000,0.120000,-0.120000,0,,,,,,,,,5282.00,32.00,-32.00,0,0.980000,0.020000,-0.020000,0,0.760000,0.100000,-0.100000,0,-0.17178,0.00176,-0.00177,0,1.0000,3.0000,-1.0000,1
HD 99283 b,HD 99283,310.40000000000,5.20000000000,-1.70000000000,0,1.0800000000,0.0500000000,-0.0700000000,0,13.80000000,,,0,308.29355479,19.06970442,-79.45710175,0,0.645000,,,0,0.200000,0.102000,-0.146000,0,,,,,,,,,4886.00,,,0,11.210000,0.660000,-0.390000,0,1.760000,0.310000,-0.300000,0,1.80963,0.05943,-0.03767,0,,,,
HD 99492 b,HD 99492,17.05030000000,0.00160000000,-0.00160000000,0,0.1200000000,0.0000000000,0.0000000000,0,5.44000000,,,0,25.50000000,0.60000000,-0.60000000,0,0.870000,,,0,0.034000,0.025000,-0.021000,0,,,,,,,,,4929.00,44.00,-44.00,0,0.822539,0.015196,-0.015196,0,0.850000,0.020000,-0.020000,0,-0.47490,0.01511,-0.01029,0,4.8000,4.1000,-4.1000,0
HD 99492 c,HD 99492,95.23300000000,0.09800000000,-0.09600000000,0,,,,,4.42000000,,,0,17.90000000,1.30000000,-1.30000000,0,1.140000,,,0,0.063000,0.060000,-0.040000,0,,,,,,,,,4929.00,44.00,-44.00,0,0.822539,0.015196,-0.015196,0,0.850000,0.020000,-0.020000,0,-0.47490,0.01511,-0.01029,0,4.8000,4.1000,-4.1000,0
HD 99706 b,HD 99706,841.00000000000,32.00000000000,-32.00000000000,0,1.9800000000,0.1400000000,-0.1400000000,0,13.70000000,,,0,390.93090000,60.38770000,-60.38770000,0,0.835000,,,0,0.250000,0.160000,-0.160000,0,,,,,,,,,4862.00,,,0,5.520000,,,0,1.460000,,,0,1.18752,0.01388,-0.01433,0,2.1000,0.4000,-0.4000,0
HD 99706 c,HD 99706,1278.00000000000,151.00000000000,-198.00000000000,0,,,,,12.80000000,,,0,1808.45270000,454.49690000,-305.11680000,0,4.740000,,,0,0.411000,0.231000,-0.178000,0,,,,,,,,,4891.00,35.00,-35.00,0,5.400000,0.100000,-0.100000,0,1.720000,0.120000,-0.120000,0,1.18752,0.01388,-0.01433,0,2.1000,0.4000,-0.4000,0
HIP 105854 b,HIP 105854,184.20000000000,0.50000000000,-0.50000000000,0,0.8100000000,0.0300000000,-0.0300000000,0,12.60000000,,,0,2606.10000000,63.60000000,-63.60000000,0,7.160000,,,0,0.020000,0.030000,-0.030000,0,,,,,,,,,4780.00,100.00,-100.00,0,10.305119,0.546805,-0.580153,0,2.100000,0.100000,-0.100000,0,1.67000,0.04600,-0.04600,0,,,,
HIP 107772 b,HIP 107772,55.19900000000,0.08300000000,-0.08300000000,0,0.2430000000,0.0110000000,-0.0110000000,0,3.64000000,,,0,12.90000000,3.00000000,-3.00000000,0,1.470000,,,0,0.180000,0.110000,-0.110000,0,,,,,,,,,4006.00,98.00,-153.81,0,0.513922,0.031423,-0.051538,0,0.630000,0.080000,-0.080000,0,-1.16322,0.00066,-0.00066,0,,,,
HIP 107773 b,HIP 107773,144.30000000000,0.50000000000,-0.50000000000,0,0.7200000000,0.0300000000,-0.0300000000,0,13.40000000,,,0,629.30340000,66.74430000,-66.74430000,0,1.440000,,,0,0.090000,0.060000,-0.060000,0,,,,,,,,,4945.00,100.00,-100.00,0,11.600000,1.400000,-1.400000,0,2.420000,0.270000,-0.270000,0,1.87000,0.05000,-0.06000,0,,,,
HIP 109384 b,HIP 109384,499.48000000000,0.32000000000,-0.32000000000,0,1.1340000000,0.0290000000,-0.0290000000,0,13.50000000,,,0,495.81480000,25.42640000,-25.42640000,0,1.110000,,,0,0.549000,0.003000,-0.003000,0,,,,,,,,,5180.00,45.00,-45.00,0,0.831075,0.017427,-0.014121,0,0.780000,0.060000,-0.060000,0,-0.31878,0.00134,-0.00134,0,,,,
HIP 109600 b,HIP 109600,232.08000000000,0.15000000000,-0.15000000000,0,0.7060000000,0.0160000000,-0.0160000000,0,13.20000000,,,0,851.78440000,38.13960000,-38.13960000,0,2.040000,,,0,0.163000,0.006000,-0.006000,0,,,,,,,,,5530.00,35.00,-35.00,0,0.971958,0.027043,-0.029120,0,0.870000,0.060000,-0.060000,0,-0.07873,0.00178,-0.00179,0,,,,
HIP 111909 b,HIP 111909,487.08000000000,3.81000000000,-3.63000000000,0,1.3200000000,0.0400000000,-0.0500000000,0,13.70000000,,,0,384.57237247,31.78284070,-31.78284070,0,0.822000,,,0,,,,,,,,,,,,,4891.00,50.00,-50.00,0,4.530000,0.050000,-0.050000,0,1.280000,0.110000,-0.110000,0,1.02000,0.01000,-0.01000,0,4.3000,1.2600,-1.2600,0
HIP 111909 c,HIP 111909,893.63000000000,14.89000000000,-16.03000000000,0,1.9700000000,0.0800000000,-0.0300000000,0,13.90000000,,,0,257.44100967,25.42627256,-25.42627256,0,0.527000,,,0,,,,,,,,,,,,,4891.00,50.00,-50.00,0,4.530000,0.050000,-0.050000,0,1.280000,0.110000,-0.110000,0,1.02000,0.01000,-0.01000,0,4.3000,1.2600,-1.2600,0
HIP 113103 b,HIP 113103,7.61030300000,0.00001800000,-0.00001800000,0,0.0689900000,0.0002900000,-0.0002300000,0,1.82900000,0.09600000,-0.06700000,0,4.00000000,,,0,3.590000,,,0,0.170000,0.170000,-0.130000,0,,,,,721.00,10.00,-10.00,0,4930.00,100.00,-100.00,0,0.742000,0.013000,-0.013000,0,0.761000,0.038000,-0.038000,0,-0.57629,0.01575,-0.01701,0,0.4700,0.1700,-0.1100,0
HIP 113103 c,HIP 113103,14.24564800000,0.00001900000,-0.00001900000,0,0.1047900000,0.0004500000,-0.0003500000,0,2.40000000,0.10000000,-0.08000000,0,6.35000000,,,0,2.520000,,,0,0.170000,0.170000,-0.130000,0,180.4870,,,0,585.00,10.00,-10.00,0,4930.00,100.00,-100.00,0,0.742000,0.013000,-0.013000,0,0.761000,0.038000,-0.038000,0,-0.57629,0.01575,-0.01701,0,0.4700,0.1700,-0.1100,0
HIP 114933 b,HIP 114933,1481.60000000000,61.70000000000,-61.70000000000,0,2.8400000000,0.0900000000,-0.0900000000,0,13.40000000,,,0,616.58710958,63.56568140,-63.56568140,0,1.410000,,,0,0.210000,0.080000,-0.080000,0,,,,,,,,,4823.00,59.00,-59.00,0,5.270000,0.050000,-0.050000,0,1.390000,0.090000,-0.090000,0,1.13988,0.00903,-0.00794,0,3.4000,0.7800,-0.6200,0
HIP 116454 b,HIP 116454,9.10041570000,0.00000410000,-0.00000450000,0,0.0792000000,0.0011000000,-0.0010000000,0,2.46900000,0.10000000,-0.09100000,0,9.70000000,1.20000000,-1.20000000,0,3.530000,0.630000,-0.570000,0,0.215000,0.056000,-0.094000,0,51.2858,2.3512,-2.1308,0,753.20,7.10,-6.90,0,5048.00,79.00,-78.00,0,0.758000,0.024000,-0.022000,0,0.800000,0.033000,-0.030000,0,-0.47314,0.01272,-0.01257,0,5.5000,5.0000,-3.9000,0
HIP 12961 b,HIP 12961,57.43500000000,0.04200000000,-0.04200000000,0,0.2500000000,0.0100000000,-0.0100000000,0,13.20000000,,,0,114.41880000,22.24810000,-22.24810000,0,0.273000,,,0,0.170000,0.030000,-0.030000,0,,,,,,,,,3901.00,175.00,-175.00,0,0.650000,0.060000,-0.060000,0,0.690000,0.190000,-0.190000,0,-1.00302,0.04292,-0.03091,0,,,,
HIP 14810 b,HIP 14810,6.67389200000,0.00000800000,-0.00000800000,0,0.0696000000,0.0044000000,-0.0044000000,0,13.00000000,,,0,1239.53700000,155.73670000,-155.73670000,0,3.100000,,,0,0.143990,0.000870,-0.000870,0,,,,,,,,,5544.00,,,0,1.070000,0.080000,-0.080000,0,1.010000,0.190000,-0.190000,0,-0.01000,0.06000,-0.06000,0,5.8400,2.4200,-2.4200,0
HIP 14810 c,HIP 14810,147.74700000000,0.02900000000,-0.02900000000,0,0.5490000000,0.0340000000,-0.0340000000,0,13.60000000,,,0,416.35730000,57.20940000,-57.20940000,0,0.910000,,,0,0.156600,0.009900,-0.009900,0,,,,,,,,,5544.00,,,0,1.070000,0.080000,-0.080000,0,1.010000,0.190000,-0.190000,0,-0.01000,0.06000,-0.06000,0,5.8400,2.4200,-2.4200,0
HIP 14810 d,HIP 14810,981.80000000000,6.90000000000,-6.90000000000,0,1.9400000000,0.1300000000,-0.1300000000,0,14.10000000,,,0,187.51970000,31.78300000,-31.78300000,0,0.368000,,,0,0.185000,0.035000,-0.035000,0,,,,,,,,,5544.00,,,0,1.070000,0.080000,-0.080000,0,1.010000,0.190000,-0.190000,0,-0.01000,0.06000,-0.06000,0,5.8400,2.4200,-2.4200,0
HIP 18606 b,HIP 18606,674.94000000000,6.43000000000,-6.28000000000,0,1.6100000000,0.0500000000,-0.0500000000,0,14.00000000,,,0,244.72787339,22.24798849,-22.24798849,0,0.490000,,,0,,,,,,,,,,,,,4860.00,50.00,-50.00,0,4.830000,0.130000,-0.120000,0,1.210000,0.110000,-0.100000,0,1.06000,0.02000,-0.02000,0,5.2900,1.6900,-1.3100,0
HIP 19976 b,HIP 19976,50.65905000000,0.06282000000,-0.07830000000,0,0.2340000000,0.0090000000,-0.0100000000,0,4.94000000,,,0,21.61233168,2.86045566,-5.08525451,0,0.985000,,,0,0.304000,0.200000,-0.145000,0,,,,,,,,,4316.00,130.32,-112.75,0,0.772319,0.074293,-0.059049,0,0.670000,0.084000,-0.084000,0,-0.72939,0.02652,-0.02545,0,,,,
HIP 21152 b,HIP 21152,22000.00000000000,11000.00000000000,-5800.00000000000,0,17.0000000000,5.0000000000,-4.0000000000,0,12.00000000,,,0,7627.88176800,1906.97044200,-1271.31362800,0,24.300000,,,0,0.360000,0.370000,-0.250000,0,,,,,1300.00,50.00,-50.00,0,6655.00,125.00,-125.00,0,1.591860,0.066690,-0.055903,0,1.400000,0.050000,-0.050000,0,0.63565,0.01688,-0.01877,0,0.6500,0.1000,-0.1000,0
HIP 29442 c,TOI-469,3.53795590000,0.00000820000,-0.00000820000,0,0.0451800000,0.0008200000,-0.0008200000,0,1.55100000,0.04500000,-0.04500000,0,4.50000000,0.32000000,-0.32000000,0,6.300000,1.700000,-1.300000,0,,,,,451.0000,31.0000,-31.0000,0,1123.00,19.00,-19.00,0,5289.00,69.00,-69.00,0,0.980000,0.007000,-0.007000,0,0.901000,0.043000,-0.043000,0,-0.14921,0.01295,-0.00676,0,11.2000,3.4000,-3.4000,0
HIP 29442 d,TOI-469,6.42957500000,0.00002600000,-0.00002600000,0,0.0673000000,0.0012000000,-0.0012000000,0,1.53800000,0.04900000,-0.04900000,0,5.14000000,0.41000000,-0.41000000,0,11.000000,3.400000,-2.400000,0,,,,,203.0000,14.0000,-14.0000,0,920.00,16.00,-16.00,0,5289.00,69.00,-69.00,0,0.980000,0.007000,-0.007000,0,0.901000,0.043000,-0.043000,0,-0.14921,0.01295,-0.00676,0,11.2000,3.4000,-3.4000,0
HIP 34222 b,HIP 34222,159.98600000000,2.67530000000,-2.92560000000,0,0.4920000000,,,0,13.90000000,,,0,263.79757781,,,0,0.540000,,,0,0.305000,,,0,,,,,,,,,4050.00,93.12,-145.69,0,0.618600,0.065645,-0.051762,0,0.620000,,,0,-1.03267,0.03279,-0.03108,0,,,,
HIP 35173 b,HIP 35173,41.51600000000,0.07700000000,-0.07700000000,0,0.2170000000,0.0040000000,-0.0040000000,0,3.61000000,,,0,12.70000000,2.70000000,-2.70000000,0,1.480000,,,0,0.160000,0.110000,-0.110000,0,,,,,,,,,4881.00,55.00,-81.00,0,0.773404,0.026223,-0.017159,0,0.790000,0.050000,-0.050000,0,-0.51439,0.00111,-0.00111,0,,,,
HIP 35965 b,HIP 35965,26125.56497000000,13613.39551000000,-10171.69978000000,0,15.8980000000,5.0590000000,-4.5060000000,0,12.60000000,,,0,2589.98368864,1374.29003187,-970.96578339,0,7.110000,,,0,0.138000,0.107000,-0.087000,0,,,,,,,,,4836.00,133.64,-79.74,0,0.697551,0.032651,-0.049007,0,0.780000,0.090000,-0.090000,0,-0.62021,0.01046,-0.01585,0,,,,
HIP 38594 b,HIP 38594,60.72200000000,0.12200000000,-0.12200000000,0,0.2560000000,0.0030000000,-0.0030000000,0,2.77000000,,,0,8.10000000,1.70000000,-1.70000000,0,2.090000,,,0,0.170000,0.110000,-0.110000,0,,,,,,,,,4086.30,168.90,-97.30,0,0.626646,0.018531,-0.018531,0,0.610000,0.020000,-0.020000,0,-1.06243,0.00038,-0.00038,0,,,,
