pl_name,hostname,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,st_teff,st_lum,st_rad,st_mass,st_age
K2-258 b,K2-258,3.0,9.27,1.89,,831.0,,19.0921,0.149,6351.0,0.27219,1.31,1.21,
K2-259 b,K2-259,2.32,5.99,2.64,,795.0,,15.48043,0.1271,6059.0,0.16711,1.13,1.14,
K2-26 b,K2-26,2.67,7.61,2.2,,430.0,5.8,14.5665,0.0962,3785.0,-1.3098,0.52,0.56,1.0
K2-260 b,K2-260,18.41635529,546.66486004,0.48,0.053,2090.0,2520.03,2.62669762,0.04392,6860.0,0.78817,1.755,1.637,0.65
K2-261 b,K2-261,9.26982704,68.96876432,0.473,0.274,1036.0,180.0,11.6334681,0.1086,5490.0,0.35392,1.663,1.107,8.8
K2-263 b,K2-263,2.41,14.9,5.8,0.15,470.0,8.17,50.818947,0.2573,5368.0,-0.25964,0.85,0.88,7.0
K2-264 b,K2-264,2.231,5.61,2.78,0.5,496.0,,5.840002,0.05023,3660.0,-1.48149,0.473,0.496,
K2-264 c,K2-264,2.668,7.6,2.2,0.45,331.0,,19.660302,0.11283,3660.0,-1.48149,0.473,0.496,
K2-265 b,K2-265,1.70824866,7.3418362,7.9,0.16,1366.0,592.0,2.36902,0.03359,5420.0,-0.18243,0.92,0.901,7.8
K2-266 b,K2-266,3.3,11.26782377,1.72,,1515.0,879.5,0.658524,0.01306,4285.0,-0.82333,0.703,0.686,
K2-266 c,K2-266,0.705,0.29013072,4.55,0.042,664.5,32.4,7.814,0.0679,4285.0,-0.82333,0.703,0.686,
K2-266 d,K2-266,2.93,8.9,2.03,0.047,538.3,13.95,14.697,0.1035,4285.0,-0.82333,0.703,0.686,
K2-266 e,K2-266,2.73,14.3,2.21,0.043,490.1,9.581,19.482,0.1249,4285.0,-0.82333,0.703,0.686,
K2-268 b,K2-268,1.5,2.86,4.66,,1136.0,,2.151676,0.0308,5106.0,-0.42942,0.78,0.84,
K2-268 c,K2-268,2.69,7.7,2.17,,696.0,,9.327527,0.0819,5106.0,-0.42942,0.78,0.84,
K2-268 d,K2-268,1.49,2.83,4.7,,888.0,,4.528598,,5106.0,-0.42942,0.78,0.84,
K2-268 e,K2-268,1.33,2.33,5.44,,801.0,,6.131243,,5106.0,-0.42942,0.78,0.84,
K2-268 f,K2-268,2.23,5.6,2.77,,492.0,,26.27057,,5106.0,-0.42942,0.78,0.84,
K2-269 b,K2-269,1.57,3.09,4.39,,1429.0,,4.144965,0.0531,6209.0,0.46786,1.45,1.16,
K2-27 b,K2-27,4.74,30.2,1.71,0.251,836.0,116.0,6.771347,0.06702,5246.0,-0.26971,0.876,0.88,10.3
K2-270 b,K2-270,1.38,2.48,5.19,,1203.0,,1.543069,0.0247,4877.0,-0.51819,0.77,0.85,
K2-270 c,K2-270,2.95,9.01,1.93,,848.0,,4.400028,0.0497,4877.0,-0.51819,0.77,0.85,
K2-271 b,K2-271,7.28,41.8,0.595,,893.0,133.8067,8.562421,0.077,5644.0,-0.04982,0.99,0.83,
K2-272 b,K2-272,3.13,9.96,1.78,,747.0,,14.4536756,0.1007,5397.0,-0.30214,0.83,0.86,
K2-273 b,K2-273,3.05,9.53,1.85,,849.0,,11.7195663,0.0729,5161.0,-0.35279,0.85,0.89,
K2-274 b,K2-274,2.08,4.98,3.04,,655.0,,14.1330314,0.0964,5044.0,-0.50903,0.7,0.79,
K2-275 b,K2-275,2.34,6.08,2.61,,1166.0,161.2476,3.2809626,0.0277,4841.0,-0.59332,0.69,0.77,
K2-275 c,K2-275,2.21,5.52,2.81,,653.0,45.7572,8.4388385,0.0881,4841.0,-0.59332,0.69,0.77,
K2-276 b,K2-276,3.77,13.7,1.4,,583.0,,18.718269,0.1291,5139.0,-0.40538,0.85,0.82,
K2-277 b,K2-277,2.18575124,7.4,4.0,0.52,1049.0,195.0,6.326768,0.0664,5680.0,-0.05061,0.973,0.974,4.9
K2-278 b,K2-278,2.98,9.17,1.9,,1711.0,,3.334966,0.0488,6747.0,0.39867,1.61,1.4,
K2-279 b,K2-279,1.21,1.92,5.96,,879.0,,7.122605,0.067,5558.0,-0.20451,0.86,0.79,
K2-28 b,K2-28,2.32,5.99,2.64,0.0,568.0,30.1,2.260455,0.0214,3214.0,-1.9397,0.288,0.257,
K2-280 b,K2-280,7.5,37.1,0.48,0.35,787.0,69.5,19.89526,0.1461,5500.0,0.13976,1.28,1.03,8.96
K2-281 b,K2-281,8.18,50.9,0.511,,665.0,,8.687721,0.0773,4812.0,-0.64686,0.76,0.82,
K2-282 b,K2-282,2.5,6.8,2.39,,1057.0,,4.169783,0.0499,5499.0,-0.21463,1.0,0.94,
K2-283 b,K2-283,3.52,12.2,1.54,,1186.0,,1.921036,0.0291,5060.0,-0.52364,0.82,0.89,
K2-284 b,K2-284,2.78,8.15,2.08,0.078,653.0,42.6,4.795069,0.04771,4140.0,-1.01323,0.607,0.63,0.12
K2-285 b,K2-285,2.59,9.68,3.07,0.0,1088.9,234.31,3.471745,0.03817,4975.0,-0.42183,0.787,0.83,
K2-285 c,K2-285,3.53,15.68,1.95,0.0,741.4,50.35,7.138048,0.0824,4975.0,-0.42183,0.787,0.83,
K2-285 d,K2-285,2.48,6.5,,0.0,619.9,24.61,10.45582,0.1178,4975.0,-0.42183,0.787,0.83,
K2-285 e,K2-285,1.95,10.7,,0.0,500.9,10.5,14.76289,0.18041,4975.0,-0.42183,0.787,0.83,
K2-286 b,K2-286,2.1,5.06,3.0,,347.0,,27.359,0.1768,3926.0,-1.04576,0.62,0.64,
K2-287 b,K2-287,9.494023,100.11645,0.63,0.478,804.0,,14.893291,0.1206,5695.0,-0.10829,1.07,1.056,4.5
K2-288 B b,K2-288 B,1.9,4.27,3.42,,226.36,,31.393463,0.164,3341.0,-1.93,0.32,0.33,1.0
K2-289 b,K2-289,9.1,61.0,0.445,,753.0,,13.156969,0.107,5529.0,-0.50479,1.025,0.953,
K2-29 b,K2-29,13.33871,232.0159,0.53,0.066,1171.0,293.0,3.2588321,0.04217,5358.0,-0.29533,0.86,0.94,2.6
K2-290 b,K2-290,3.06,10.9,4.1,0.0,1230.0,,9.21165,0.0923,6302.0,0.42035,1.511,1.194,4.0
K2-290 c,K2-290,11.276254,246.00042,1.01,0.0,676.0,,48.36685,0.305,6302.0,0.42035,1.511,1.194,4.0
K2-291 b,K2-291,1.589,6.49,8.84,0.0,1278.0,633.0,2.225177,0.03261,5520.0,-0.16622,0.899,0.934,3.72
K2-292 b,K2-292,2.63,24.5,7.4,0.04,795.0,67.0,16.9841,0.13,5725.0,0.09254,1.09,1.0,6.8
K2-293 b,K2-293,2.45,6.57,2.45,,750.0,,13.1225,,5532.0,-0.18023,0.947,0.958,
K2-294 b,K2-294,1.66,3.39,4.07,,1425.0,,2.50387,,5612.0,0.08751,1.2,0.987,
K2-295 b,K2-295,10.054473,106.47305,0.612,0.0,852.0,97.8595,4.024867,0.0451,4444.0,-0.71623,0.7,0.74,
K2-3 b,K2-3,2.078,5.11,3.11,0.107,501.3,10.5,10.0546535,0.0747,3844.0,-1.23136,0.546,0.549,6.9
K2-3 c,K2-3,1.582,2.68,3.7,0.048,371.8,3.17,24.646729,0.1357,3844.0,-1.23136,0.546,0.549,6.9
K2-3 d,K2-3,1.458,2.2,17.5,0.091,305.2,1.44,44.55603,0.2014,3844.0,-1.23136,0.546,0.549,6.9
K2-30 b,K2-30,11.646151,184.02357,0.64,0.0,1092.0,299.0,4.098503,0.04839,5425.0,-0.25649,0.844,0.9,3.9
K2-308 b,K2-308,9.916,70.6,0.398,,1213.76,512.9234,3.38628,,6100.0,0.283,1.24,1.09,
K2-31 b,K2-31,11.88154,563.83042,0.032,0.0,1688.0,1272.0,1.25785,0.022,5280.0,-0.11028,0.78,0.91,
K2-312 c,HD 80653,12.8,1719.45168187,4.51,0.853,,,921.2,1.961,5959.0,0.24,1.22,1.18,2.67
K2-315 b,K2-315,0.95,0.809,5.18,,460.0,7.45,3.1443189,,3300.0,-2.38722,0.196,0.174,1.0
K2-316 b,K2-316,1.33,2.33,5.44,,841.0,,1.133,0.0147,3436.0,-1.82964,0.379,0.408,
K2-316 c,K2-316,1.83,4.01,3.6,,423.0,,5.26,0.0582,3436.0,-1.82964,0.379,0.408,
K2-317 b,K2-317,2.93,8.91,1.95,,432.0,,6.22,0.0542,3387.0,-1.87068,0.379,0.403,
K2-318 b,K2-318,1.66,3.39,4.07,,456.0,,7.01,0.0911,3851.0,-1.27696,0.552,0.561,
K2-319 b,K2-319,2.79,8.2,2.07,,641.0,,26.68,0.1516,5440.0,-0.23747,0.898,0.954,
K2-32 b,K2-32,5.299,15.0,0.55,0.03,837.0,79.5,8.992,0.0795,5271.0,-0.29607,0.86,0.83,7.9
K2-32 c,K2-32,3.134,8.1,1.43,0.049,634.0,26.2,20.66093,0.13843,5271.0,-0.29607,0.86,0.83,7.9
K2-32 d,K2-32,3.484,6.7,0.87,0.05,550.0,14.8,31.71701,0.18422,5271.0,-0.29607,0.86,0.83,7.9
K2-32 e,K2-32,1.212,2.1,6.3,0.043,1066.0,,4.34934,0.04899,5271.0,-0.29607,0.86,0.83,7.9
K2-320 b,K2-320,2.62,7.37,2.25,,698.0,,1.995,0.0142,3157.0,-2.12527,0.3,0.117,
K2-321 b,K2-321,2.05124347,4.86,3.09,0.44,830.0,68.5516,2.2979749,0.02839,3750.0,-1.20066,0.595,0.578,
K2-322 b,K2-322,1.92,4.35,3.38,,635.0,,8.205,0.0594,4141.0,-1.03905,0.602,0.63,
K2-323 b,K2-323,2.1,5.06,3.0,,318.0,,24.93,0.1275,3710.0,-1.3393,0.549,0.478,
K2-324 b,K2-324,2.43,6.48,2.48,,707.0,,3.262,0.0331,3752.0,-1.33305,0.505,0.517,
K2-325 b,K2-325,2.2,5.48,2.83,,423.0,,6.93,0.0419,3287.0,-2.04801,0.298,0.274,
K2-326 b,K2-326,2.28,5.82,2.7,,1114.0,,1.256,0.0198,3924.0,-0.97833,0.688,0.507,
K2-329 b,K2-329,8.675766,82.6358,0.694,0.0697,650.0,45.7,12.4551225,0.1016,5282.0,-0.32514,0.822,0.901,1.8
K2-33 b,K2-33,5.04,1175.971,,0.0,850.0,,5.424865,0.0409,3540.0,-0.82391,1.05,0.56,0.0093
K2-330 b,K2-330,2.77,8.1,2.09,,969.0,114.929,13.774798,,6232.0,0.47702,1.5,1.23,
K2-331 b,K2-331,1.79,3.86,3.7,,909.0,,9.398977,,5994.0,0.05943,1.06,1.1,
K2-331 c,K2-331,2.72,7.85,2.14,,673.0,,22.996591,,5994.0,0.05943,1.06,1.1,
K2-332 b,K2-332,2.2,5.48,2.83,,266.0,,17.70632,,3315.0,-2.06542,0.28,0.27,
K2-333 b,K2-333,6.18,31.6,0.736,,826.0,102.1266,14.759287,,5880.0,0.16523,1.22,1.06,
K2-334 b,K2-334,5.65,27.2,0.829,,1380.0,832.2294,5.113981,,6502.0,0.51362,1.49,1.36,
K2-335 b,K2-335,2.21,5.52,2.81,,949.0,,12.283211,,6222.0,0.39509,1.33,1.23,
K2-336 b,K2-336,1.22,1.98,5.99,,569.0,,21.194733,,5424.0,-0.34534,0.8,0.86,
K2-337 b,K2-337,2.62,7.37,2.25,,850.0,,16.273563,,5869.0,0.24964,1.32,0.94,
K2-338 b,K2-338,1.03,1.08,5.43,,783.0,,3.850614,,4558.0,-0.83644,0.63,0.66,
K2-339 b,K2-339,1.92,4.35,3.38,,508.0,,19.507428,,4857.0,-0.65173,0.72,0.74,
K2-34 b,K2-34,13.75,539.67534,0.94,0.0,1687.0,963.566,2.9956348,0.0442,6168.0,0.3997,1.42,1.16,2.88
K2-340 b,K2-340,3.36,11.2,1.62,,606.0,,29.740451,,5532.0,-0.00232,1.13,0.93,
K2-341 b,K2-341,3.21,10.4,1.73,,598.0,,36.552551,,5817.0,0.12566,1.16,0.98,
K2-342 b,K2-342,2.03,4.78,3.14,,861.0,,11.561052,,5920.0,0.09264,1.09,1.01,
K2-343 b,K2-343,1.65,3.36,4.11,,653.0,,2.787174,,3804.0,-1.43852,0.46,0.49,
K2-343 c,K2-343,2.02,4.74,3.16,,465.0,,7.676972,,3804.0,-1.43852,0.46,0.49,
K2-344 b,K2-344,1.59,3.15,4.31,,722.0,37.2966,3.35585,,4374.0,-1.22508,0.49,0.51,
K2-345 b,K2-345,2.11,5.1,2.98,,437.0,,10.367437,,3779.0,-1.32045,0.52,0.56,
K2-346 b,K2-346,2.26,5.73,2.73,,450.0,8.8138,26.201446,,4801.0,-0.66264,0.7,0.71,
K2-347 b,K2-347,2.41,6.39,2.51,,640.0,,7.187257,,4599.0,-0.89434,0.63,0.66,
K2-348 b,K2-348,3.26,10.7,1.7,,908.0,133.083,4.688418,,5077.0,-0.38844,0.85,0.83,
K2-348 c,K2-348,2.67,7.61,2.2,,655.0,,12.550171,,5077.0,-0.38844,0.85,0.83,
K2-349 b,K2-349,1.38,2.48,5.19,,518.0,,9.032178,,4385.0,-0.36582,0.49,0.54,
K2-35 b,K2-35,1.32,2.3,5.5,0.13,979.0,211.0,2.399964,0.031,4402.71,-0.71881,0.619575,0.701968,
K2-35 c,K2-35,1.93,4.38,3.35,0.12,766.0,68.0,5.608352,0.055,4402.71,-0.71881,0.619575,0.701968,
K2-350 b,K2-350,1.54,2.99,4.5,,1158.0,,4.163873,,5789.0,-0.01175,1.04,0.98,
K2-350 c,K2-350,2.74,7.95,2.12,,687.0,,19.991944,,5789.0,-0.01175,1.04,0.98,
K2-351 b,K2-351,2.54,6.99,2.34,,934.0,,7.806164,,5769.0,0.02389,1.05,1.02,
K2-352 b,K2-352,1.37,2.45,5.24,,1160.0,,3.665912,,5791.0,-0.06326,0.95,0.98,
K2-352 c,K2-352,1.92,4.35,3.38,,885.0,,8.234885,,5791.0,-0.06326,0.95,0.98,
K2-352 d,K2-352,2.23,5.6,2.77,,727.0,,14.871387,,5791.0,-0.06326,0.95,0.98,
K2-353 b,K2-353,5.55,26.3,0.845,,735.0,33.0649,15.466805,,5698.0,-0.07632,0.99,0.87,
K2-354 b,K2-354,1.56,3.05,4.41,,543.0,,3.793306,,3669.0,-1.6137,0.41,0.43,
K2-355 b,K2-355,2.25,5.69,2.74,,1066.0,,5.7385647,0.0632,5790.0,-0.11465,0.92,0.96,
K2-356 b,K2-356,2.29,5.86,2.68,,624.0,,21.0267366,0.1599,5568.0,-0.24375,0.86,0.9,
K2-357 b,K2-357,3.72,13.4,1.43,,735.0,,16.3488637,0.145,5794.0,-0.06563,1.0,0.98,
K2-358 b,K2-358,2.68,7.65,2.18,,888.0,,11.2510285,0.0863,5650.0,-0.16134,0.91,0.93,
K2-36 b,K2-36,1.43,4.3,8.0,0.093,1328.0,519.0,1.422614,0.02288,4916.0,-0.57,0.718,0.79,1.4
K2-36 c,K2-36,3.2,7.9,1.3,0.089,854.0,89.0,5.340888,0.05528,4916.0,-0.57,0.718,0.79,1.4
K2-360 c,EPIC 201595106,4.02,15.23,1.29,0.11,912.0,115.0,9.79692,0.0883,5679.0,-0.04915,0.98,0.958,6.0
K2-365 b,K2-365,2.906,8.78,1.97,,,,23.448172,,5561.0,-0.01377,1.051,0.823,
K2-366 b,K2-366,2.359,6.16,2.58,,,,15.937039,,5601.0,-0.10862,0.94,0.825,
K2-367 b,K2-367,2.413,6.41,2.51,,,,20.645099,,4348.0,-0.85399,0.625,0.756,
K2-368 b,K2-368,1.332,2.34,5.44,,,,5.025598,,4663.0,-0.69293,0.663,0.746,
K2-368 c,K2-368,1.361,2.42,5.27,,,,9.660186,,4663.0,-0.69293,0.663,0.746,
K2-368 d,K2-368,1.948,4.45,3.31,,,,20.201085,,4663.0,-0.69293,0.663,0.746,
K2-369 b,K2-369,1.313,2.28,5.53,,,,5.761612,,5682.0,-0.12109,0.881,0.735,
K2-37 b,K2-37,1.39,2.51,5.14,,949.0,193.0,4.4434,0.05105,5352.0,-0.40798,0.809,0.84,
K2-37 c,K2-37,2.41,6.39,2.51,,839.0,118.0,6.42966,0.06534,5352.0,-0.40798,0.809,0.84,
K2-37 d,K2-37,2.31,12.5,4.7,,646.0,41.3,14.09229,0.1102,5352.0,-0.40798,0.809,0.84,
K2-370 b,K2-370,3.207,10.4,1.73,,1267.0,428.205,2.14084,,5377.0,-0.12703,0.971,0.984,
K2-371 b,K2-371,13.024,,,,956.83,198.0922,3.114905,,4925.0,-0.51657,0.736,0.958,
K2-372 b,K2-372,2.945,8.98,1.93,,,,9.844077,,5479.0,-0.12154,0.922,0.847,
K2-373 b,K2-373,2.061,4.9,3.08,,,,11.02066,,6138.0,0.43238,1.486,1.158,
K2-374 b,K2-374,1.593,3.16,4.3,,,,4.521953,,5789.0,-0.05943,0.907,0.731,
K2-374 c,K2-374,2.213,5.53,2.8,,,,16.43445,,5789.0,-0.05943,0.907,0.731,
K2-375 b,K2-375,2.243,5.66,2.76,,,,14.453895,,5822.0,0.39626,1.543,1.119,
K2-376 b,K2-376,1.736,3.66,3.84,,,,5.776475,,5937.0,0.18908,1.149,0.908,
K2-377 b,K2-377,1.693,3.51,3.97,,,,12.832235,,4200.0,-0.81809,0.691,0.821,
K2-378 b,K2-378,2.88,8.65,1.99,,,,2.060438,,4823.0,-0.56665,0.732,0.923,
K2-379 b,K2-379,2.181,5.4,2.86,,,,8.777247,,4603.0,-0.6327,0.751,0.856,
K2-38 b,K2-38,1.54,7.3,11.0,0.197,1266.0,426.0,4.01593,0.04994,5731.0,0.03743,1.06,1.03,6.7
K2-38 c,K2-38,2.29,8.3,3.8,0.161,916.0,117.0,10.56103,0.09514,5731.0,0.03743,1.06,1.03,6.7
K2-380 b,K2-380,2.729,7.89,2.13,,,,9.401312,,5911.0,0.20189,1.32,0.993,
K2-381 b,K2-381,1.075,1.26,5.57,,,,7.9389334,,4473.0,-0.73923,0.675,0.754,
K2-381 c,K2-381,2.0,4.66,3.2,,,,16.034656,,4473.0,-0.73923,0.675,0.754,
K2-381 d,K2-381,1.689,3.5,3.99,,,,26.803023,,4473.0,-0.73923,0.675,0.754,
K2-382 b,K2-382,2.072,4.95,3.06,,,,21.700156,,5452.0,-0.27952,0.811,0.922,
K2-383 b,K2-383,1.564,3.07,4.41,,,,1.865962,,5129.0,-0.39685,0.804,1.061,
K2-384 b,K2-384,1.076,1.26,5.56,,,,2.231527,,3623.0,-1.86986,0.348,0.33,
K2-384 c,K2-384,1.191,1.82,5.92,,,,4.194766,,3623.0,-1.86986,0.348,0.33,
K2-384 d,K2-384,1.392,2.52,5.13,,,,6.679582,,3623.0,-1.86986,0.348,0.33,
K2-384 e,K2-384,1.345,2.37,5.35,,,,9.715043,,3623.0,-1.86986,0.348,0.33,
K2-384 f,K2-384,2.222,5.57,2.79,,,,13.62749,,3623.0,-1.86986,0.348,0.33,
K2-385 b,K2-385,1.539,2.98,4.49,,,,2.380867,,4844.0,-0.51852,0.761,0.927,
K2-386 b,K2-386,2.32,5.99,2.64,,,,7.473223,,5749.0,-0.01919,0.97,0.911,
K2-387 b,K2-387,7.322,42.2,0.591,,,,28.735327,,3572.0,-1.23884,0.585,0.57,
K2-388 b,K2-388,3.9,14.5,1.34,,874.0,138.0,6.33932,,5310.0,-0.21167,0.91,0.93,
K2-389 b,K2-389,2.33,6.04,2.62,,932.0,179.0,8.58289,,5773.0,0.10644,1.094,0.99,
K2-389 c,K2-389,2.04,4.82,3.12,,,,20.851337,,5782.0,0.10644,1.084,0.802,
K2-39 b,K2-39,6.27704,28.6047,0.93,0.0,1670.0,1356.0,4.60543,0.05708,4881.0,0.67409,2.97,0.66,6.7
K2-390 b,K2-390,4.662,19.6,1.06,,1119.0,260.965,3.312792,,5558.0,-0.09926,0.966,0.789,
K2-391 b,K2-391,1.371,2.45,5.22,,,,4.622654,,5543.0,0.39142,0.566,0.757,
K2-392 b,K2-392,1.85,4.08,3.54,,,,15.398723,,5726.0,0.04791,1.058,0.841,
K2-393 b,K2-393,2.352,6.13,2.59,,,,10.413181,,5678.0,0.04296,1.071,0.881,
K2-394 b,K2-394,1.692,3.51,3.98,,643.0,28.5068,5.095717,,4938.0,-0.85841,0.631,0.478,
K2-395 b,K2-395,2.597,7.26,2.28,,,,4.803352,,5007.0,-0.41264,0.783,0.952,
K2-395 c,K2-395,3.395,11.4,1.6,,,,8.491282,,5007.0,-0.41264,0.783,0.952,
K2-396 b,K2-396,1.579,3.12,4.35,,,,0.673862,,5236.0,-0.23007,0.92,0.954,
K2-396 c,K2-396,3.124,9.93,1.79,,,,25.76051,,5236.0,-0.23007,0.92,0.954,
K2-397 b,K2-397,2.417,6.42,2.5,,,,3.572326,,5387.0,-0.14497,0.966,0.937,
K2-398 b,K2-398,2.274,5.79,2.71,,,,6.393025,,5946.0,0.25966,1.239,0.945,
K2-398 c,K2-398,5.098,22.8,0.946,,,,18.787839,,5946.0,0.25966,1.239,0.945,
K2-4 b,K2-4,2.1,5.06,3.0,0.08,563.0,15.6,10.003417,0.078,4014.73,-0.91516,0.569359,0.635026,
K2-400 b,K2-400,1.163,1.67,5.83,,,,3.865053,,3578.0,-1.74791,0.382,0.374,
K2-401 b,K2-401,2.262,5.74,2.73,,,,6.293099,,4213.0,-0.8353,0.675,0.87,
K2-402 b,K2-402,2.678,7.65,2.19,,,,17.27474,,5716.0,0.2095,1.28,0.944,
K2-403 b,K2-403,5.333,24.6,0.891,,949.0,134.883,33.589979,,5511.0,-0.17121,0.886,0.784,
K2-404 b,K2-404,2.53,6.94,2.35,,,,13.115365,,3748.0,-1.23901,0.552,0.552,
K2-405 b,K2-405,4.569,18.9,1.09,,969.0,146.577,3.435471,,4927.0,-0.48798,0.765,1.034,
K2-406 b,K2-406,4.602,19.2,1.08,,,,22.549406,,5784.0,-0.05965,0.961,0.798,
K2-407 b,K2-407,1.283,2.19,5.7,,,,4.941907,,5563.0,-0.12724,0.927,0.881,
K2-407 c,K2-407,1.36,2.42,5.29,,,,9.22453,,5563.0,-0.12724,0.927,0.881,
K2-408 b,K2-408,1.677,3.45,4.02,,,,20.978959,,5335.0,-0.33037,0.784,0.813,
K2-409 b,K2-409,2.482,6.72,2.42,,,,1.908084,,5742.0,0.17248,1.228,0.886,
K2-411 b,K2-411,0.9898,0.937,5.31,,,619.038,3.2141,0.0511,5711.0,0.25809,1.375,1.018,
K2-412 b,K2-412,2.116,5.13,2.98,,,243.518,5.9382,0.0586,5590.0,-0.07054,0.977,0.893,
K2-413 b,K2-413,0.7599,0.363,4.55,,,921.755,0.8094,0.0117,4116.0,-0.83322,0.7,0.808,
K2-413 c,K2-413,1.2327,2.05,6.01,,,69.529,5.3301,0.0426,4116.0,-0.83322,0.7,0.808,
K2-414 b,K2-414,1.219,1.98,6.01,,,72.113,4.3696,0.0487,4343.0,-0.70538,0.732,0.814,
K2-414 c,K2-414,1.9287,4.38,3.35,,,56.13,6.669,0.0552,4343.0,-0.70538,0.732,0.814,
K2-415 b,K2-415,1.015,7.5,,,412.4,4.82,4.0179694,0.027,3173.0,-2.45469,0.1965,0.1635,
K2-416 b,K2-416,2.66,1652.7077164,,,447.0,,13.102,0.088,3746.0,-1.27003,0.554,0.548,
K2-417 b,K2-417,3.31,699.2224954,,,558.0,,6.535,0.063,3861.0,-1.20204,0.5776,0.569,
K2-419 A b,K2-419 A,10.55,196.0,0.916,0.042,377.0,3.3,20.35847252,0.1208,3711.0,-1.27654,0.541,0.562,7.4
K2-42 b,K2-42,2.15,5.27,2.91,,,44.1,6.68796,0.0617,4613.0,-0.70324,0.643,0.702,
K2-43 b,K2-43,4.51,18.5,1.11,0.07,939.3,49.0,3.471149,0.03784,3840.6,-1.21241,0.542,0.571,
K2-43 c,K2-43,2.42,6.44,2.5,,1093.7,,2.198884,,3840.6,-1.21241,0.542,0.571,
K2-44 b,K2-44,2.433,6.5,2.48,,1211.0,646.0,5.657,0.06,5912.0,0.42968,1.58,1.15,
K2-45 b,K2-45,6.71,36.4,0.662,0.1,1073.56,100.0,1.7292684,0.0224,4103.0,-0.73994,0.445,0.503,
K2-46 b,K2-46,2.05,4.86,3.1,,889.0,119.0,19.1541,0.13821,6256.0,0.41312,1.29,0.96,
K2-47 b,K2-47,1.89,4.23,3.44,,,10.7,31.6372,0.1779,5054.0,-0.48202,0.76,0.75,
K2-48 b,K2-48,2.24,5.65,2.76,,,15.3,20.5065,0.1344,4899.0,-0.65663,0.73,0.77,
K2-49 b,K2-49,1.93,4.38,3.35,,,59.0,2.77065,0.0309,4175.0,-0.77386,0.45,0.51,
K2-5 b,K2-5,1.91,4.31,3.4,,565.0,24.1,5.73594,0.0532,3930.0,-1.08341,0.57,0.61,
K2-5 c,K2-5,2.26,5.73,2.73,,456.0,10.2,10.93241,0.0818,3930.0,-1.08341,0.57,0.61,
K2-50 b,K2-50,1.59,3.15,4.31,,,18.8,8.7529,0.0705,4326.0,-0.87356,0.546,0.611,
K2-52 b,K2-52,18.0,,,,2004.0,1124.0,3.535055,0.054,7147.0,0.02701,2.192,1.691,
K2-53 b,K2-53,2.6,7.27,2.27,,665.0,52.5,12.20772,0.098,5263.0,-0.5788,0.807,0.851,
K2-54 b,K2-54,2.6116925,7.33,2.26,0.24,560.0,6.1,9.7833,0.0761,3990.0,-1.02228,0.643,0.615,
K2-55 b,K2-55,4.43,44.0,2.8,0.07,900.0,141.3,2.849271,0.03486,4300.0,-0.78432,0.715,0.688,
K2-57 b,K2-57,2.30905002,5.94,2.65,0.25,635.8,24.1,9.0073,0.0752,4413.0,-0.8122,0.671,0.699,6.8
K2-58 b,K2-58,2.68,7.65,2.18,,,118.0,7.05254,0.0692,5413.0,-0.39764,0.86,0.89,
K2-58 c,K2-58,1.62,3.26,4.21,,,462.0,2.53726,0.035,5413.0,-0.39764,0.86,0.89,
K2-58 d,K2-58,1.71,3.57,3.92,,,24.6,22.8827,0.1517,5413.0,-0.39764,0.86,0.89,
K2-59 b,K2-59,2.41,6.39,2.51,,,17.1,20.6921,0.1354,5055.0,-0.66037,0.731,0.774,
K2-59 c,K2-59,2.3,5.9,2.66,,,38.3,11.2954,0.0905,5055.0,-0.66037,0.731,0.774,
K2-6 b,K2-6,2.5,6.8,2.39,,615.0,28.6,30.94191,0.1898,5850.0,-0.12006,0.96,0.97,
K2-60 b,K2-60,7.655747,135.39558,1.7,0.0,1400.0,1212.0,3.00265,0.045,5500.0,0.28233,1.12,0.97,10.0
K2-61 b,K2-61,1.92,4.35,3.38,,1325.0,730.0,2.57336,0.0392,5748.0,-0.01524,0.995,0.97,
K2-62 b,K2-62,2.02,4.74,3.16,,666.0,46.7,6.67199,0.0636,4455.0,-0.72658,0.696,0.67,
K2-62 c,K2-62,1.99,4.62,3.22,,495.0,14.3,16.19697,0.1148,4455.0,-0.72658,0.696,0.67,
K2-63 b,K2-63,3.22,10.5,1.73,,,188.0,20.257,0.1627,6771.0,0.21948,1.63,1.4,
K2-63 c,K2-63,3.9,14.5,1.34,,,139.0,25.4556,0.189,6771.0,0.21948,1.63,1.4,
K2-64 b,K2-64,2.07,4.94,3.06,,,98.0,6.53044,0.0619,5312.0,-0.23421,0.726,0.741,
K2-65 b,K2-65,1.58,3.12,4.35,,,45.0,12.6475,0.1014,5213.0,-0.328,0.84,0.87,
K2-66 b,K2-66,2.49,21.3,7.8,0.0,1372.0,840.0,5.06963,0.05983,5887.0,0.50621,1.67,1.11,
K2-68 b,K2-68,1.58,3.12,4.35,,,41.0,8.05428,0.0708,4746.0,-0.67323,0.675,0.73,
K2-69 b,K2-69,2.32,5.99,2.64,,,17.9,7.06599,0.0591,4127.0,-1.35611,0.491,0.551,
K2-7 b,K2-7,4.03523305,15.3,1.28,0.24,786.0,125.0,28.6781,0.1867,5700.0,0.35025,1.533,1.056,8.6
